2020-06-28 09:12:19:*******actions*****[com.weaver.formmodel.mobile.servlet.downloadtempletaction, com.weaver.formmodel.mobile.mec.servlet.mecadminaction, com.weaver.formmodel.mobile.menu.servlet.menuaction, com.weaver.formmodel.mobile.servlet.mobileappbaseaction, com.weaver.formmodel.mobile.ui.servlet.mobileapphomepageaction, com.weaver.formmodel.mobile.appio.imports.mobileappioaction, com.weaver.formmodel.mobile.appio.exports.mobileappioaction, com.weaver.formmodel.mobile.ui.servlet.mobileappuiaction, com.weaver.formmodel.mobile.ui.servlet.mobileappuploadaction, com.weaver.formmodel.mobile.ui.servlet.mobiledeviceaction, com.weaver.formmodel.mobile.ui.servlet.mobiletemplateaction, com.weaver.formmodel.mobile.plugin.pluginaction, com.weaver.formmodel.mobile.skin.skinaction, com.weaver.formmodel.mobile.template.templateaction, com.weaver.formmodel.mobile.servlet.appformaction, com.weaver.formmodel.data.servlet.customsearchaction, com.weaver.formmodel.data.servlet.entityinfoaction, com.weaver.formmodel.data.servlet.formmodelaction, com.weaver.formmodel.ui.servlet.formuiaction, com.weaver.formmodel.mobile.jscode.servlet.jscodeaction, com.weaver.formmodel.apps.ktree.servlet.ktreeuploadaction, com.weaver.formmodel.mobile.servlet.mobileappaction, com.weaver.formmodel.data.servlet.pageexpandaction, com.weaver.formmodel.ui.servlet.richtextaction, com.weaver.formmodel.ui.grid.servlet.webuigridaction]
2020-06-28 09:12:21:****rewrite-res-urls::::[/index.htm, /login/, /social/verifylogin.jsp, /wui/, /rsa/]
2020-06-28 09:27:58:>>>>Xss(Validate failed[URL Acess Inject]) validateClass=weaver.security.rules.SecurityRuleQXLoadZip19 isFix=-1  path=/verifyBeforeForward.do security validate failed!  user:系统管理员  source ip:127.0.0.1
2020-06-28 09:27:58:>>>>Xss(Validate failed[URL Acess Inject]) validateClass=weaver.security.rules.SecurityRuleQXLoadZip19 isFix=-1  path=/getProcess.do security validate failed!  user:系统管理员  source ip:127.0.0.1
2020-06-28 09:27:58:>>>>Xss(Validate failed[URL Acess Inject]) validateClass=weaver.security.rules.SecurityRuleQXLoadZip19 isFix=-1  path=/checkProcess.do security validate failed!  user:系统管理员  source ip:127.0.0.1
2020-06-28 09:27:58:>>>>Xss(Validate failed[URL Acess Inject]) validateClass=weaver.security.rules.SecurityRuleQXLoadZip19 isFix=-1  path=/verifyBeforeForward.do security validate failed!  user:系统管理员  source ip:127.0.0.1
2020-06-28 13:41:23:>>>>Xss(NoPass),invalidChar in params:--->referer:http://127.0.0.1:8080/formmode/view/AddFormModeIframe.jsp?modeId=48&formId=-171&type=1&billid=&customid=0&isdialog=&templateid=0&isclose=&mainid=0&customTreeDataId=null&mainid=0&field9447=98  path:/formmode/view/DataInputFrom.jsp  param:trgv  rule=(^([a-zA-Z\|\_\-\d_,\.:]*|[\-\d, ]*|\(null\)|\[object object\]|\[object\]|(\$requestid\$)|\[[\d,\-]*\])$) paramValue:IT测试公司,:::user:系统管理员   Source IP:127.0.0.1 level:warning
2020-06-28 15:04:38:>>>>Xss(NoPass),invalidChar in params:--->referer:null  path:/formmode/exceldesign/excelLayoutSave.jsp  param:fielddbtype  rule=(^([a-zA-Z0-9\|,_\-\.:\/\^~#@;\$]*|\d+=?|\d+\+[a-zA-Z0-9\-_]+|\$[a-zA-Z0-9_]*\$|[\d,\* ]*|[\d\. \-]|[a-zA-Z,\.\+\d]*|[\d\-\.\*]|\(null\)|'formtable_main_\d+_dt\d+'|[\-\d, ]*|[a-zA-Z=]*|rgba\(\d{1,3}, {0,3}\d{1,3}, {0,3}\d{1,3}, {0,3}\d{1,3}\)|-?\d+_-?\d+_-?\d+_-?\d+_-?\d+#[a-zA-Z0-9,\(\)]{1,15}|[\$a-z0-9\-\d]*|[a-zA-Z0-9\.\*,]{0,100}|\[[\d, ]*\]|varchar\(\d+\)|\[object object\]|\[object\]|\d{1,2}\.\d{1,2}.\d{1,2} \(\d{4}-\d{2}-\d{2}\)|(\$requestid\$)|[a-zA-Z0-9_\-\!]*|\[[\d,\-]*\])$) paramValue:char(10):::user:   Source IP:127.0.0.1 level:warning
2020-06-28 15:04:38:>>>>Xss(NoPass),invalidChar in params:--->referer:null  path:/formmode/exceldesign/excelLayoutSave.jsp  param:fielddbtype  rule=(^([a-zA-Z0-9\|,_\-\.:\/\^~#@;\$]*|\d+=?|\d+\+[a-zA-Z0-9\-_]+|\$[a-zA-Z0-9_]*\$|[\d,\* ]*|[\d\. \-]|[a-zA-Z,\.\+\d]*|[\d\-\.\*]|\(null\)|'formtable_main_\d+_dt\d+'|[\-\d, ]*|[a-zA-Z=]*|rgba\(\d{1,3}, {0,3}\d{1,3}, {0,3}\d{1,3}, {0,3}\d{1,3}\)|-?\d+_-?\d+_-?\d+_-?\d+_-?\d+#[a-zA-Z0-9,\(\)]{1,15}|[\$a-z0-9\-\d]*|[a-zA-Z0-9\.\*,]{0,100}|\[[\d, ]*\]|varchar\(\d+\)|\[object object\]|\[object\]|\d{1,2}\.\d{1,2}.\d{1,2} \(\d{4}-\d{2}-\d{2}\)|(\$requestid\$)|[a-zA-Z0-9_\-\!]*|\[[\d,\-]*\])$) paramValue:char(10):::user:   Source IP:127.0.0.1 level:warning
2020-06-28 15:04:38:>>>>Xss(NoPass),invalidChar in params:--->referer:null  path:/formmode/exceldesign/excelLayoutSave.jsp  param:fielddbtype  rule=(^([a-zA-Z0-9\|,_\-\.:\/\^~#@;\$]*|\d+=?|\d+\+[a-zA-Z0-9\-_]+|\$[a-zA-Z0-9_]*\$|[\d,\* ]*|[\d\. \-]|[a-zA-Z,\.\+\d]*|[\d\-\.\*]|\(null\)|'formtable_main_\d+_dt\d+'|[\-\d, ]*|[a-zA-Z=]*|rgba\(\d{1,3}, {0,3}\d{1,3}, {0,3}\d{1,3}, {0,3}\d{1,3}\)|-?\d+_-?\d+_-?\d+_-?\d+_-?\d+#[a-zA-Z0-9,\(\)]{1,15}|[\$a-z0-9\-\d]*|[a-zA-Z0-9\.\*,]{0,100}|\[[\d, ]*\]|varchar\(\d+\)|\[object object\]|\[object\]|\d{1,2}\.\d{1,2}.\d{1,2} \(\d{4}-\d{2}-\d{2}\)|(\$requestid\$)|[a-zA-Z0-9_\-\!]*|\[[\d,\-]*\])$) paramValue:char(10):::user:   Source IP:127.0.0.1 level:warning
2020-06-28 15:04:38:>>>>Xss(NoPass),invalidChar in params:--->referer:null  path:/formmode/exceldesign/excelLayoutSave.jsp  param:fielddbtype  rule=(^([a-zA-Z0-9\|,_\-\.:\/\^~#@;\$]*|\d+=?|\d+\+[a-zA-Z0-9\-_]+|\$[a-zA-Z0-9_]*\$|[\d,\* ]*|[\d\. \-]|[a-zA-Z,\.\+\d]*|[\d\-\.\*]|\(null\)|'formtable_main_\d+_dt\d+'|[\-\d, ]*|[a-zA-Z=]*|rgba\(\d{1,3}, {0,3}\d{1,3}, {0,3}\d{1,3}, {0,3}\d{1,3}\)|-?\d+_-?\d+_-?\d+_-?\d+_-?\d+#[a-zA-Z0-9,\(\)]{1,15}|[\$a-z0-9\-\d]*|[a-zA-Z0-9\.\*,]{0,100}|\[[\d, ]*\]|varchar\(\d+\)|\[object object\]|\[object\]|\d{1,2}\.\d{1,2}.\d{1,2} \(\d{4}-\d{2}-\d{2}\)|(\$requestid\$)|[a-zA-Z0-9_\-\!]*|\[[\d,\-]*\])$) paramValue:char(5):::user:   Source IP:127.0.0.1 level:warning
2020-06-28 15:10:33:>>>>Xss(NoPass),invalidChar in params:--->referer:null  path:/formmode/exceldesign/excelLayoutSave.jsp  param:fielddbtype  rule=(^([a-zA-Z0-9\|,_\-\.:\/\^~#@;\$]*|\d+=?|\d+\+[a-zA-Z0-9\-_]+|\$[a-zA-Z0-9_]*\$|[\d,\* ]*|[\d\. \-]|[a-zA-Z,\.\+\d]*|[\d\-\.\*]|\(null\)|'formtable_main_\d+_dt\d+'|[\-\d, ]*|[a-zA-Z=]*|rgba\(\d{1,3}, {0,3}\d{1,3}, {0,3}\d{1,3}, {0,3}\d{1,3}\)|-?\d+_-?\d+_-?\d+_-?\d+_-?\d+#[a-zA-Z0-9,\(\)]{1,15}|[\$a-z0-9\-\d]*|[a-zA-Z0-9\.\*,]{0,100}|\[[\d, ]*\]|varchar\(\d+\)|\[object object\]|\[object\]|\d{1,2}\.\d{1,2}.\d{1,2} \(\d{4}-\d{2}-\d{2}\)|(\$requestid\$)|[a-zA-Z0-9_\-\!]*|\[[\d,\-]*\])$) paramValue:char(10):::user:   Source IP:127.0.0.1 level:warning
2020-06-28 15:10:33:>>>>Xss(NoPass),invalidChar in params:--->referer:null  path:/formmode/exceldesign/excelLayoutSave.jsp  param:fielddbtype  rule=(^([a-zA-Z0-9\|,_\-\.:\/\^~#@;\$]*|\d+=?|\d+\+[a-zA-Z0-9\-_]+|\$[a-zA-Z0-9_]*\$|[\d,\* ]*|[\d\. \-]|[a-zA-Z,\.\+\d]*|[\d\-\.\*]|\(null\)|'formtable_main_\d+_dt\d+'|[\-\d, ]*|[a-zA-Z=]*|rgba\(\d{1,3}, {0,3}\d{1,3}, {0,3}\d{1,3}, {0,3}\d{1,3}\)|-?\d+_-?\d+_-?\d+_-?\d+_-?\d+#[a-zA-Z0-9,\(\)]{1,15}|[\$a-z0-9\-\d]*|[a-zA-Z0-9\.\*,]{0,100}|\[[\d, ]*\]|varchar\(\d+\)|\[object object\]|\[object\]|\d{1,2}\.\d{1,2}.\d{1,2} \(\d{4}-\d{2}-\d{2}\)|(\$requestid\$)|[a-zA-Z0-9_\-\!]*|\[[\d,\-]*\])$) paramValue:char(10):::user:   Source IP:127.0.0.1 level:warning
2020-06-28 15:10:33:>>>>Xss(NoPass),invalidChar in params:--->referer:null  path:/formmode/exceldesign/excelLayoutSave.jsp  param:fielddbtype  rule=(^([a-zA-Z0-9\|,_\-\.:\/\^~#@;\$]*|\d+=?|\d+\+[a-zA-Z0-9\-_]+|\$[a-zA-Z0-9_]*\$|[\d,\* ]*|[\d\. \-]|[a-zA-Z,\.\+\d]*|[\d\-\.\*]|\(null\)|'formtable_main_\d+_dt\d+'|[\-\d, ]*|[a-zA-Z=]*|rgba\(\d{1,3}, {0,3}\d{1,3}, {0,3}\d{1,3}, {0,3}\d{1,3}\)|-?\d+_-?\d+_-?\d+_-?\d+_-?\d+#[a-zA-Z0-9,\(\)]{1,15}|[\$a-z0-9\-\d]*|[a-zA-Z0-9\.\*,]{0,100}|\[[\d, ]*\]|varchar\(\d+\)|\[object object\]|\[object\]|\d{1,2}\.\d{1,2}.\d{1,2} \(\d{4}-\d{2}-\d{2}\)|(\$requestid\$)|[a-zA-Z0-9_\-\!]*|\[[\d,\-]*\])$) paramValue:char(10):::user:   Source IP:127.0.0.1 level:warning
2020-06-28 15:10:33:>>>>Xss(NoPass),invalidChar in params:--->referer:null  path:/formmode/exceldesign/excelLayoutSave.jsp  param:fielddbtype  rule=(^([a-zA-Z0-9\|,_\-\.:\/\^~#@;\$]*|\d+=?|\d+\+[a-zA-Z0-9\-_]+|\$[a-zA-Z0-9_]*\$|[\d,\* ]*|[\d\. \-]|[a-zA-Z,\.\+\d]*|[\d\-\.\*]|\(null\)|'formtable_main_\d+_dt\d+'|[\-\d, ]*|[a-zA-Z=]*|rgba\(\d{1,3}, {0,3}\d{1,3}, {0,3}\d{1,3}, {0,3}\d{1,3}\)|-?\d+_-?\d+_-?\d+_-?\d+_-?\d+#[a-zA-Z0-9,\(\)]{1,15}|[\$a-z0-9\-\d]*|[a-zA-Z0-9\.\*,]{0,100}|\[[\d, ]*\]|varchar\(\d+\)|\[object object\]|\[object\]|\d{1,2}\.\d{1,2}.\d{1,2} \(\d{4}-\d{2}-\d{2}\)|(\$requestid\$)|[a-zA-Z0-9_\-\!]*|\[[\d,\-]*\])$) paramValue:char(5):::user:   Source IP:127.0.0.1 level:warning
2020-06-28 15:22:19:>>>>Xss(NoPass),invalidChar in params:--->referer:http://127.0.0.1:8080/formmode/view/AddFormModeIframe.jsp?modeId=48&formId=-171&type=1&billid=&customid=0&isdialog=&templateid=0&isclose=&mainid=0&customTreeDataId=null&mainid=0&field9447=98  path:/formmode/view/DataInputFrom.jsp  param:trgv  rule=(^([a-zA-Z\|\_\-\d_,\.:]*|[\-\d, ]*|\(null\)|\[object object\]|\[object\]|(\$requestid\$)|\[[\d,\-]*\])$) paramValue:IT测试公司,:::user:系统管理员   Source IP:127.0.0.1 level:warning
